Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price
Toyota,Urban Cruiser,G,SUV,Manual,Diesel,2022,175506,1st,Gujarat,No,4,43876.5,346500
Mahindra,Bolero,W6,SUV,Manual,Diesel,2017,29336,2nd,Maharashtra,Yes,9,3259.5555555555557,909490
Renault,Kwid,RXL,Hatchback,Manual,Petrol,2019,117393,2nd,Uttar Pradesh,Yes,7,16770.428571428572,376223
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Electric,2017,115656,2nd,Tamil Nadu,No,9,12850.666666666666,279510
Hyundai,i10,Base,Hatchback,Manual,Diesel,2008,144294,2nd,Maharashtra,No,18,8016.333333333333,559020
Volkswagen,Polo,Trendline,Hatchback,Manual,Diesel,2012,136208,3rd+,Rajasthan,No,14,9729.142857142857,382078
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Electric,2013,41176,1st,Maharashtra,Yes,13,3167.3846153846152,305696
Toyota,Fortuner,V,SUV,Manual,Diesel,2016,25905,1st,Madhya Pradesh,No,10,2590.5,488774
Hyundai,Verna,Asta,Sedan,Automatic,Diesel,2020,38208,1st,Karnataka,No,6,6368.0,1609300
Maruti Suzuki,Alto,V,Hatchback,Automatic,Petrol,2009,139458,3rd+,Haryana,No,17,8203.411764705883,646593
Hyundai,i10,Magna,Hatchback,Manual,Petrol,2009,101181,3rd+,West Bengal,No,17,5951.823529411765,544500
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2022,66674,2nd,Uttarakhand,No,4,16668.5,706955
Chevrolet,Cruze,LT,Sedan,Manual,Diesel,2010,157181,2nd,Maharashtra,Yes,16,9823.8125,444878
Renault,Kwid,RXT,Hatchback,Manual,Petrol,2022,52598,2nd,Tamil Nadu,No,4,13149.5,926376
Hyundai,i10,Base,Hatchback,Manual,Petrol,2010,118229,3rd+,Haryana,No,16,7389.3125,352687
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2022,65692,1st,Karnataka,No,4,16423.0,1033560
Mahindra,Thar,W11,SUV,Manual,Diesel,2015,96136,2nd,Delhi,No,11,8739.636363636364,1237975
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2020,67457,1st,Maharashtra,No,6,11242.833333333334,1561824
Toyota,Etios,ZX,Sedan,Automatic,Petrol,2013,142026,2nd,Gujarat,No,13,10925.076923076924,901299
Ford,Figo,Trend+,Sedan,Manual,Petrol,2010,97210,3rd+,West Bengal,No,16,6075.625,262517
Hyundai,Aura,Magna,Sedan,Automatic,CNG,2020,147425,1st,Telangana,No,6,24570.833333333332,819018
Volkswagen,Vento,Highline,Sedan,Manual,Diesel,2012,40459,1st,Gujarat,No,14,2889.9285714285716,287375
Maruti Suzuki,S-Presso,Z,Hatchback,Automatic,Petrol,2021,71051,1st,Puducherry,No,5,14210.2,1909215
Honda,WR-V,VX,SUV,Manual,Electric,2022,18451,1st,Rajasthan,No,4,4612.75,1316700
Toyota,Urban Cruiser,VX,SUV,Manual,Petrol,2021,32049,1st,Tamil Nadu,No,5,6409.8,1501500
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2020,118929,2nd,Gujarat,No,6,19821.5,381150
Tata,Altroz,XE,Hatchback,Manual,Petrol,2023,131670,1st,Assam,Yes,3,43890.0,593637
Tata,Tiago,XZ,Hatchback,Manual,CNG,2023,121814,2nd,Karnataka,No,3,40604.666666666664,206910
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2020,158201,1st,Tamil Nadu,No,6,26366.833333333332,1504800
Mahindra,XUV500,W6,SUV,Manual,Petrol,2011,32775,1st,Karnataka,No,15,2185.0,635250
Hyundai,Aura,Asta,Sedan,Manual,Petrol,2023,97112,2nd,Karnataka,No,3,32370.666666666668,1280083
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2011,82947,2nd,Tamil Nadu,No,15,5529.8,231594
BMW,X3,Luxury Line,Luxury,Automatic,Petrol,2016,138858,2nd,Maharashtra,No,10,13885.8,368953
Ford,Figo,Trend,Sedan,Manual,Petrol,2018,44124,1st,Karnataka,No,8,5515.5,438900
Mahindra,Thar,AX7,SUV,Manual,Petrol,2023,84235,1st,Rajasthan,Yes,3,28078.333333333332,907522
Hyundai,i20,Era,Hatchback,Manual,Diesel,2009,131727,3rd+,Kerala,No,17,7748.64705882353,205734
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2021,74494,1st,Delhi,No,5,14898.8,1244100
Maruti Suzuki,Ignis,Z,Hatchback,Automatic,Petrol,2017,169864,2nd,Gujarat,No,9,18873.777777777777,1115244
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Diesel,2023,42473,1st,Telangana,Yes,3,14157.666666666666,862577
Renault,Kiger,RXT,SUV,Manual,Diesel,2022,155342,1st,Telangana,No,4,38835.5,866250
Hyundai,Verna,SX(O),Sedan,Manual,Petrol,2008,40594,1st,Maharashtra,No,18,2255.222222222222,574750
Kia,Carens,HTE,MPV,Manual,Petrol,2023,36339,1st,Maharashtra,No,3,12113.0,1210000
Ford,Aspire,Trend+,Sedan,Manual,Petrol,2019,112532,1st,Maharashtra,No,7,16076.0,713212
Mahindra,XUV500,W10,SUV,Manual,CNG,2014,98241,2nd,Delhi,Yes,12,8186.75,567062
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2019,51925,2nd,Chhattisgarh,No,7,7417.857142857143,712773
Ford,Figo,Titanium,Sedan,Manual,Petrol,2012,71742,2nd,Delhi,No,14,5124.428571428572,704045
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2016,64598,1st,Maharashtra,No,10,6459.8,321552
Toyota,Fortuner,G,SUV,Manual,Diesel,2023,132032,2nd,Rajasthan,Yes,3,44010.666666666664,321646
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2020,150018,1st,Tamil Nadu,No,6,25003.0,445500
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2014,84582,3rd+,Madhya Pradesh,No,12,7048.5,654588
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2019,85799,2nd,Maharashtra,No,7,12257.0,764007
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2022,145531,1st,Karnataka,No,4,36382.75,412500
Tata,Harrier,XT,SUV,Manual,CNG,2022,35863,1st,West Bengal,No,4,8965.75,1206975
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2007,48835,2nd,Delhi,No,19,2570.2631578947367,459993
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2017,71277,1st,Maharashtra,No,9,7919.666666666667,1138830
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2023,156117,2nd,Maharashtra,No,3,52039.0,1161600
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2015,67488,2nd,Delhi,No,11,6135.272727272727,1002170
Mahindra,Thar,AX7,SUV,Manual,Petrol,2019,106117,1st,West Bengal,No,7,15159.57142857143,1030837
Toyota,Etios,G+,Sedan,Manual,Hybrid,2010,47852,2nd,Karnataka,No,16,2990.75,955924
Honda,Brio,ZX,Hatchback,Manual,Petrol,2019,171600,1st,Maharashtra,No,7,24514.285714285714,311850
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2019,158600,1st,Rajasthan,No,7,22657.14285714286,897749
Toyota,Fortuner,G+,SUV,Manual,Petrol,2012,36686,1st,Telangana,No,14,2620.4285714285716,571725
Nissan,Terrano,XV Premium,SUV,Manual,Diesel,2017,84941,1st,Delhi,No,9,9437.888888888889,914413
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2015,80300,1st,Haryana,No,11,7300.0,289275
Maruti Suzuki,Ertiga,ZX,MPV,Automatic,Petrol,2022,67051,1st,Tamil Nadu,No,4,16762.75,1250607
Maruti Suzuki,WagonR,L,Hatchback,Automatic,CNG,2002,171766,3rd+,West Bengal,No,24,7156.916666666667,238981
MG,Astor,Sharp,SUV,Manual,Petrol,2021,82538,1st,Bihar,No,5,16507.6,694260
Maruti Suzuki,Ignis,V,Hatchback,Automatic,Petrol,2020,88315,2nd,Gujarat,No,6,14719.166666666666,277912
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2003,153183,2nd,Maharashtra,No,23,6660.130434782609,268329
Hyundai,Grand i10,Era,Hatchback,Manual,Petrol,2020,62997,2nd,Tamil Nadu,No,6,10499.5,505296
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Diesel,2021,88648,1st,Maharashtra,No,5,17729.6,2000130
Volkswagen,Vento,Trendline,Sedan,Manual,Petrol,2012,60469,1st,Maharashtra,No,14,4319.214285714285,850055
Honda,WR-V,S,SUV,Manual,CNG,2020,87053,2nd,Gujarat,No,6,14508.833333333334,1008065
Hyundai,Verna,Base,Sedan,Manual,Petrol,2013,61470,1st,Punjab,No,13,4728.461538461538,129553
Hyundai,i20,SX(O),Hatchback,Manual,Petrol,2019,176393,1st,Maharashtra,No,7,25199.0,519750
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2015,134642,1st,Maharashtra,No,11,12240.181818181818,346500
Honda,City,S,Sedan,Manual,Diesel,2006,67493,1st,Maharashtra,No,20,3374.65,300019
Hyundai,Grand i10,SX(O),Hatchback,Manual,Petrol,2022,24010,1st,Tamil Nadu,No,4,6002.5,1650000
Honda,Jazz,E,Sedan,Manual,Petrol,2014,86969,2nd,Jammu & Kashmir,No,12,7247.416666666667,152009
Toyota,Urban Cruiser,G+,SUV,Automatic,Petrol,2022,96445,1st,Madhya Pradesh,No,4,24111.25,1431911
Ford,Endeavour,Ambiente,SUV,Manual,Diesel,2017,143706,1st,Rajasthan,No,9,15967.333333333334,628425
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Diesel,2009,131503,2nd,Tamil Nadu,Yes,17,7735.470588235294,599793
Ford,Endeavour,Trend+,SUV,Automatic,Petrol,2009,141572,2nd,Telangana,No,17,8327.764705882353,184476
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2019,142971,1st,Delhi,No,7,20424.428571428572,274312
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2020,106680,2nd,Madhya Pradesh,No,6,17780.0,1151172
Maruti Suzuki,Ertiga,ZX,MPV,Manual,CNG,2017,92217,2nd,Gujarat,No,9,10246.333333333334,302419
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Diesel,2023,59162,2nd,Gujarat,No,3,19720.666666666668,363813
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,CNG,2022,54477,1st,Punjab,No,4,13619.25,1271983
Tata,Nexon,XZA+,SUV,Manual,Diesel,2018,156536,1st,Delhi,No,8,19567.0,970200
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2021,115612,1st,Delhi,No,5,23122.4,1650000
MG,Hector,Savvy,SUV,Manual,Petrol,2019,88271,1st,Rajasthan,No,7,12610.142857142857,303738
Honda,Jazz,VX,Sedan,Manual,Petrol,2018,49530,2nd,Gujarat,Yes,8,6191.25,726545
Hyundai,Aura,Sportz,Sedan,Manual,Petrol,2023,133698,1st,Telangana,No,3,44566.0,940500
Toyota,Fortuner,G+,SUV,Manual,Diesel,2014,179809,3rd+,Rajasthan,No,12,14984.083333333334,432042
Renault,Duster,RXL,SUV,Manual,Petrol,2022,158342,1st,West Bengal,No,4,39585.5,866250
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2020,157020,1st,Gujarat,No,6,26170.0,779625
Toyota,Fortuner,V,SUV,Manual,Petrol,2012,59167,1st,Madhya Pradesh,No,14,4226.214285714285,477303
Mahindra,Scorpio,W8,SUV,Automatic,CNG,2003,31498,1st,Uttar Pradesh,No,23,1369.4782608695652,1146626
Tata,Tigor,XZA+,Sedan,Manual,Petrol,2020,132005,2nd,Punjab,No,6,22000.833333333332,655215
Honda,City,ZX,Sedan,Manual,CNG,2003,67261,2nd,Punjab,No,23,2924.391304347826,272933
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2013,17211,2nd,Maharashtra,No,13,1323.923076923077,758670
Tata,Tiago,XM,Hatchback,Manual,Petrol,2023,16370,1st,Karnataka,No,3,5456.666666666667,1100000
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2001,141445,3rd+,Odisha,No,25,5657.8,366795
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2010,164500,2nd,Jharkhand,No,16,10281.25,556932
Toyota,Urban Cruiser,G+,SUV,Manual,Petrol,2021,74199,1st,West Bengal,No,5,14839.8,1105335
Hyundai,Creta,SX(O),SUV,Manual,Petrol,2020,165944,1st,Uttar Pradesh,No,6,27657.333333333332,523687
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2020,168380,2nd,Maharashtra,No,6,28063.333333333332,620730
Jaguar,F-Pace,Portfolio,Luxury,Automatic,Diesel,2023,146394,1st,Maharashtra,Yes,3,48798.0,268550
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2023,95057,2nd,Karnataka,No,3,31685.666666666668,460829
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2016,10456,2nd,Maharashtra,No,10,1045.6,951350
Maruti Suzuki,Celerio,L,Hatchback,Automatic,Diesel,2015,56977,1st,Tamil Nadu,No,11,5179.727272727273,1202604
Kia,Carens,HTX+,MPV,Manual,CNG,2023,67668,1st,Maharashtra,No,3,22556.0,1363725
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Diesel,2011,145519,2nd,Karnataka,No,15,9701.266666666666,737427
Volkswagen,Vento,Highline,Sedan,Manual,Diesel,2022,111204,1st,West Bengal,No,4,27801.0,1018875
Hyundai,Venue,Era,SUV,Automatic,Petrol,2019,21479,1st,Rajasthan,No,7,3068.4285714285716,1305727
Maruti Suzuki,Celerio,Base,Hatchback,Manual,CNG,2020,29887,1st,Chandigarh,No,6,4981.166666666667,992750
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2021,118226,2nd,Tamil Nadu,No,5,23645.2,914760
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,Diesel,2016,153373,1st,Maharashtra,No,10,15337.3,1303533
Hyundai,Aura,SX,Sedan,Manual,Petrol,2020,156631,1st,Telangana,No,6,26105.166666666668,391875
Mahindra,XUV500,W10,SUV,Manual,CNG,2018,90757,2nd,Delhi,No,8,11344.625,705645
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2011,88730,2nd,Kerala,No,15,5915.333333333333,401306
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2019,118029,1st,Maharashtra,Yes,7,16861.285714285714,722616
Hyundai,Venue,Era,SUV,Manual,Diesel,2021,87279,2nd,Telangana,No,5,17455.8,884268
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2015,105865,1st,Karnataka,No,11,9624.09090909091,1097250
Honda,WR-V,VX,SUV,Manual,Diesel,2019,128544,2nd,Delhi,No,7,18363.428571428572,160083
Hyundai,Grand i10,Sportz,Hatchback,Manual,Petrol,2022,54641,2nd,Maharashtra,No,4,13660.25,1010592
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2018,38685,2nd,Telangana,No,8,4835.625,1084160
Honda,Jazz,V,Sedan,Manual,Petrol,2016,106041,2nd,Delhi,No,10,10604.1,434511
Maruti Suzuki,Ignis,Z,Hatchback,Manual,CNG,2022,121054,2nd,Gujarat,No,4,30263.5,434511
Toyota,Etios,E,Sedan,Manual,Petrol,2010,26402,2nd,Delhi,No,16,1650.125,1011560
Tata,Tiago,XM,Hatchback,Manual,Diesel,2017,47870,1st,Delhi,No,9,5318.888888888889,1463000
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2023,89924,1st,Tamil Nadu,No,3,29974.666666666668,1860408
Maruti Suzuki,Swift,L,Sedan,Manual,CNG,2019,112005,1st,Telangana,No,7,16000.714285714286,900622
Mahindra,Scorpio,W6,SUV,Manual,Diesel,2006,44098,1st,Rajasthan,No,20,2204.9,713212
Hyundai,i10,Base,Hatchback,Manual,Diesel,2013,105829,2nd,Delhi,No,13,8140.692307692308,439230
Tata,Tigor,XZA,Sedan,Manual,Petrol,2018,154348,2nd,Delhi,No,8,19293.5,289674
Hyundai,Aura,Base,Sedan,Manual,Diesel,2021,115705,2nd,Maharashtra,No,5,23141.0,620730
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2018,168772,1st,Telangana,No,8,21096.5,997920
Renault,Duster,RXZ,SUV,Manual,Diesel,2014,23313,1st,Tamil Nadu,No,12,1942.75,571725
Ford,Figo,Titanium+,Sedan,Manual,Diesel,2014,77157,2nd,Delhi,No,12,6429.75,528034
Hyundai,i10,SX,Hatchback,Manual,Diesel,2009,87026,2nd,Gujarat,No,17,5119.176470588235,880057
Hyundai,i10,Asta,Hatchback,Manual,Petrol,2010,54734,1st,Kerala,No,16,3420.875,727320
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2006,159038,3rd+,Punjab,No,20,7951.9,253935
Toyota,Etios,ZX,Sedan,Manual,Petrol,2018,27796,1st,Karnataka,No,8,3474.5,1106028
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2006,145805,2nd,Telangana,No,20,7290.25,319440
Ford,Figo,Trend+,Sedan,Manual,Petrol,2013,117467,3rd+,Gujarat,No,13,9035.923076923076,387956
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2013,67892,1st,Karnataka,No,13,5222.461538461538,842160
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2017,126924,1st,Odisha,No,9,14102.666666666666,366581
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2021,97001,2nd,Delhi,No,5,19400.2,795841
Hyundai,Creta,Asta,SUV,Manual,Petrol,2021,78319,1st,Punjab,No,5,15663.8,781042
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2020,173841,2nd,Maharashtra,No,6,28973.5,1115136
Honda,WR-V,E,SUV,Manual,Petrol,2020,151597,2nd,Uttar Pradesh,No,6,25266.166666666668,987525
Maruti Suzuki,Swift,Z,Sedan,Automatic,Petrol,2008,162183,2nd,West Bengal,No,18,9010.166666666666,744824
Maruti Suzuki,Ertiga,Z,MPV,Manual,Diesel,2018,86665,2nd,Gujarat,No,8,10833.125,433291
Toyota,Fortuner,V,SUV,Manual,Diesel,2013,70451,1st,Karnataka,No,13,5419.307692307692,221067
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2021,114448,2nd,Rajasthan,No,5,22889.6,724185
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2023,35063,1st,Maharashtra,No,3,11687.666666666666,1039500
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2011,85459,2nd,Karnataka,Yes,15,5697.266666666666,547424
Toyota,Innova,G+,MPV,Manual,CNG,2005,169446,2nd,Kerala,No,21,8068.857142857143,294846
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2019,166532,2nd,Gujarat,No,7,23790.285714285714,863940
Tata,Harrier,XE,SUV,Manual,CNG,2019,50157,2nd,Tamil Nadu,No,7,7165.285714285715,588038
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2019,168826,1st,Karnataka,No,7,24118.0,776160
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2015,166378,1st,Rajasthan,No,11,15125.272727272728,900243
Maruti Suzuki,WagonR,Z,Hatchback,Automatic,Diesel,2017,11819,2nd,Jammu & Kashmir,No,9,1313.2222222222222,1351812
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2023,67028,2nd,Maharashtra,No,3,22342.666666666668,926376
Ford,EcoSport,Sports,SUV,Manual,Petrol,2015,110158,1st,Gujarat,No,11,10014.363636363636,242550
Honda,City,V,Sedan,Manual,Petrol,2005,156650,3rd+,Delhi,No,21,7459.523809523809,549604
Ford,Endeavour,Titanium+,SUV,Manual,Diesel,2014,169310,2nd,Gujarat,No,12,14109.166666666666,209632
Hyundai,i10,Asta,Hatchback,Manual,Diesel,2013,154394,3rd+,Gujarat,No,13,11876.461538461539,408375
Hyundai,i10,Sportz,Hatchback,Automatic,Petrol,2008,112774,2nd,Karnataka,No,18,6265.222222222223,570999
Tata,Tigor,XM,Sedan,Automatic,CNG,2021,120498,1st,Andhra Pradesh,No,5,24099.6,353667
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2023,159129,1st,Rajasthan,No,3,53043.0,783750
Mahindra,Scorpio,W4,SUV,Manual,Petrol,2017,22216,1st,Rajasthan,No,9,2468.4444444444443,488774
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2021,178690,1st,Delhi,No,5,35738.0,1645875
Hyundai,Venue,Sportz,SUV,Manual,Diesel,2023,163999,1st,Uttar Pradesh,No,3,54666.333333333336,448875
Volkswagen,Taigun,Highline,SUV,Automatic,CNG,2023,123770,2nd,Telangana,No,3,41256.666666666664,1194905
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Diesel,2020,97666,2nd,Delhi,No,6,16277.666666666666,363813
Hyundai,Grand i10,SX,Hatchback,Manual,Petrol,2019,69186,1st,Delhi,No,7,9883.714285714286,1004850
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2022,56468,1st,Gujarat,No,4,14117.0,698227
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2020,150087,2nd,Delhi,No,6,25014.5,1295910
Hyundai,Venue,Magna,SUV,Manual,Petrol,2021,82731,1st,Madhya Pradesh,No,5,16546.2,607477
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2016,117047,2nd,Karnataka,No,10,11704.7,987940
Hyundai,Verna,Asta,Sedan,Automatic,Petrol,2021,17156,1st,Kerala,No,5,3431.2,1389850
Mahindra,TUV300,AX5,SUV,Automatic,Petrol,2018,173419,1st,Tamil Nadu,No,8,21677.375,1067220
Hyundai,Grand i10,Era,Hatchback,Automatic,Petrol,2019,56745,2nd,Bihar,No,7,8106.428571428572,952061
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,CNG,2020,150125,2nd,West Bengal,No,6,25020.833333333332,1147109
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2020,10086,1st,Uttar Pradesh,No,6,1681.0,1128600
Jaguar,F-Pace,Pure,Luxury,Manual,CNG,2017,23878,2nd,Gujarat,No,9,2653.1111111111113,495664
Hyundai,Grand i10,Base,Hatchback,Manual,Petrol,2013,40737,2nd,Gujarat,No,13,3133.6153846153848,479160
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2017,23990,1st,Delhi,No,9,2665.5555555555557,693000
Nissan,Terrano,XV Premium (O),SUV,Manual,CNG,2015,70826,1st,Rajasthan,No,11,6438.727272727273,981076
Tata,Harrier,XM,SUV,Manual,Diesel,2020,179658,2nd,Assam,No,6,29943.0,1119195
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2010,94016,2nd,Maharashtra,No,16,5876.0,231594
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2018,62291,2nd,Delhi,Yes,8,7786.375,184981
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2004,173948,2nd,Maharashtra,No,22,7906.727272727273,383328
Hyundai,Aura,SX,Sedan,Manual,Diesel,2023,11337,1st,Telangana,No,3,3779.0,313500
Mahindra,Scorpio,AX5,SUV,Manual,Petrol,2012,178928,3rd+,Karnataka,No,14,12780.57142857143,500259
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2019,165266,1st,Karnataka,No,7,23609.428571428572,635250
Honda,Amaze,VX,Sedan,Manual,Petrol,2015,149547,1st,Karnataka,No,11,13595.181818181818,1042387
Ford,Aspire,Trend,Sedan,Manual,Petrol,2018,111033,1st,Tamil Nadu,Yes,8,13879.125,458419
Ford,Aspire,Titanium+,Sedan,Manual,Petrol,2017,163906,1st,Karnataka,No,9,18211.777777777777,877800
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2010,53493,1st,West Bengal,No,16,3343.3125,526350
Honda,City,S,Sedan,Manual,Hybrid,2003,114685,3rd+,Tamil Nadu,No,23,4986.304347826087,305515
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2021,168454,1st,Delhi,No,5,33690.8,837985
Ford,Figo,Sports,Sedan,Manual,Petrol,2013,176114,2nd,Maharashtra,No,13,13547.23076923077,417268
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2019,12922,2nd,Jharkhand,Yes,7,1846.0,375406
Honda,WR-V,S,SUV,Manual,Diesel,2022,18813,1st,Delhi,No,4,4703.25,924000
Hyundai,i20,Base,Hatchback,Manual,Electric,2013,82180,3rd+,Maharashtra,No,13,6321.538461538462,347391
Honda,Brio,VX,Hatchback,Manual,Hybrid,2019,22686,2nd,Kerala,No,7,3240.8571428571427,614460
Hyundai,Grand i10,SX(O),Hatchback,Manual,Diesel,2014,38654,1st,Tamil Nadu,No,12,3221.1666666666665,1149500
Mahindra,TUV300,AX7,SUV,Automatic,Diesel,2019,32001,1st,North East,No,7,4571.571428571428,384037
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Diesel,2019,45427,2nd,Delhi,No,7,6489.571428571428,1170892
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2021,169352,1st,Maharashtra,No,5,33870.4,577500
Ford,Aspire,Ambiente,Sedan,Manual,Petrol,2016,112907,1st,Maharashtra,No,10,11290.7,493762
Toyota,Glanza,E,Hatchback,Manual,Diesel,2022,94234,1st,Maharashtra,No,4,23558.5,1052700
Honda,Amaze,ZX,Sedan,Automatic,Petrol,2022,52025,2nd,Tamil Nadu,No,4,13006.25,1140554
BMW,5 Series,Sport,Luxury,Manual,Petrol,2001,115504,3rd+,Maharashtra,No,25,4620.16,224606
Maruti Suzuki,WagonR,Z,Hatchback,Manual,CNG,2007,179525,3rd+,Karnataka,No,19,9448.684210526315,577084
Maruti Suzuki,Ertiga,Z,MPV,Manual,Diesel,2017,91219,2nd,Delhi,Yes,9,10135.444444444445,283442
Ford,Figo,Titanium+,Sedan,Manual,Petrol,2014,117242,2nd,Goa,No,12,9770.166666666666,589693
Nissan,Sunny,XE,Sedan,Manual,CNG,2016,122205,1st,Andhra Pradesh,No,10,12220.5,315085
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2020,139685,1st,Rajasthan,No,6,23280.833333333332,1271812
Maruti Suzuki,Swift,V,Sedan,Manual,Diesel,2019,120980,2nd,Maharashtra,Yes,7,17282.85714285714,506466
Chevrolet,Beat,LTZ,Hatchback,Automatic,Diesel,2017,167090,2nd,Kerala,Yes,9,18565.555555555555,529262
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2015,116941,1st,Karnataka,No,11,10631.0,808500
Tata,Altroz,XT,Hatchback,Automatic,CNG,2022,177342,2nd,Gujarat,No,4,44335.5,303468
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,CNG,2019,148419,2nd,Rajasthan,Yes,7,21202.714285714286,180631
Honda,Brio,VX,Hatchback,Manual,Petrol,2019,132715,1st,Maharashtra,No,7,18959.285714285714,231000
Maruti Suzuki,Baleno,L,Hatchback,Manual,CNG,2017,135726,1st,Telangana,No,9,15080.666666666666,895356
Jaguar,XE,Prestige,Sedan,Manual,Petrol,2016,101663,2nd,Bihar,No,10,10166.3,458650
Honda,WR-V,S,SUV,Automatic,Diesel,2021,115980,2nd,Maharashtra,Yes,5,23196.0,238548
Tata,Tiago,XE,Hatchback,Manual,Diesel,2021,64923,2nd,Punjab,No,5,12984.6,1163712
Mahindra,TUV300,W8(O),SUV,Manual,Petrol,2017,59045,1st,Kerala,No,9,6560.555555555556,425234
