Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year
Maruti Suzuki,Baleno,Base,Hatchback,1,Petrol,22659,1,Tamil Nadu,0,11,2059.909090909091
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Petrol,11693,1,Rajasthan,1,6,1948.8333333333333
Honda,Amaze,ZX,Sedan,1,Diesel,73373,1,Chandigarh,0,4,18343.25
Hyundai,Aura,Base,Sedan,1,Petrol,88261,2,Tamil Nadu,0,5,17652.2
BMW,5 Series,Luxury Line,Luxury,0,Diesel,34176,2,Maharashtra,0,9,3797.3333333333335
Tata,Harrier,XT,SUV,0,Diesel,48423,1,Maharashtra,1,3,16141.0
Maruti Suzuki,Alto,Z,Hatchback,0,Diesel,18166,1,Gujarat,0,26,698.6923076923077
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,46427,2,Rajasthan,0,17,2731.0
Maruti Suzuki,Baleno,L,Hatchback,0,Diesel,68867,2,Tamil Nadu,0,10,6886.7
Maruti Suzuki,WagonR,Z,Hatchback,0,Petrol,63814,1,Telangana,0,22,2900.6363636363635
Ford,Aspire,Ambiente,Sedan,0,CNG,127685,2,Uttar Pradesh,0,10,12768.5
Hyundai,Grand i10,SX(O),Hatchback,0,Petrol,39395,1,West Bengal,0,13,3030.3846153846152
Mahindra,XUV500,W8,SUV,1,Petrol,72812,1,Telangana,1,10,7281.2
Tata,Harrier,XT,SUV,1,Petrol,43354,2,Tamil Nadu,0,6,7225.666666666667
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,74173,2,Delhi,1,5,14834.6
Maruti Suzuki,Celerio,L,Hatchback,0,CNG,120534,2,Gujarat,0,12,10044.5
Hyundai,i20,Magna,Hatchback,0,Petrol,152497,2,Tamil Nadu,0,4,38124.25
Tata,Harrier,XT,SUV,0,CNG,134653,2,Karnataka,0,3,44884.333333333336
Tata,Harrier,XE,SUV,0,Petrol,150084,2,Karnataka,0,4,37521.0
Maruti Suzuki,Ertiga,V,MPV,0,Diesel,59753,1,North East,0,8,7469.125
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,175253,1,Karnataka,0,11,15932.09090909091
Hyundai,Grand i10,Era,Hatchback,1,Diesel,22829,1,Maharashtra,0,3,7609.666666666667
Honda,WR-V,ZX,SUV,0,Petrol,33506,1,Uttar Pradesh,0,9,3722.8888888888887
Hyundai,Aura,SX,Sedan,0,Petrol,113454,1,West Bengal,0,6,18909.0
Hyundai,Grand i10,SX(O),Hatchback,0,Electric,40903,2,Karnataka,0,13,3146.3846153846152
Honda,Brio,V,Hatchback,1,Petrol,77106,1,Maharashtra,0,14,5507.571428571428
Tata,Nexon,XZA+,SUV,0,Diesel,121512,1,Delhi,0,4,30378.0
Ford,Figo,Ambiente,Sedan,0,Diesel,76351,1,Maharashtra,0,10,7635.1
Tata,Tigor,XT,Sedan,0,Diesel,152516,1,Delhi,0,7,21788.0
Hyundai,Venue,SX,SUV,0,Petrol,104739,2,Uttar Pradesh,0,7,14962.714285714286
Hyundai,Verna,SX,Sedan,1,CNG,67813,2,Other UTs,0,14,4843.785714285715
Honda,City,VX,Sedan,0,CNG,34714,1,Telangana,0,25,1388.56
Skoda,Octavia,Ambition,Sedan,1,Diesel,33923,1,Telangana,0,17,1995.4705882352941
Renault,Kiger,RXE,SUV,0,Petrol,104874,1,Maharashtra,0,5,20974.8
Hyundai,Venue,Asta,SUV,1,Petrol,48141,1,Delhi,0,3,16047.0
Kia,Sonet,GTX+,SUV,0,Diesel,28020,1,Uttar Pradesh,0,4,7005.0
Toyota,Fortuner,ZX,SUV,0,Petrol,22049,1,Delhi,0,13,1696.076923076923
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,148165,1,Maharashtra,0,3,49388.333333333336
Hyundai,i10,SX,Hatchback,0,Diesel,50762,2,Madhya Pradesh,0,16,3172.625
Honda,WR-V,V,SUV,0,Petrol,121698,1,Telangana,0,5,24339.6
Maruti Suzuki,Ertiga,Base,MPV,0,Diesel,24721,1,Telangana,0,3,8240.333333333334
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,99012,2,Telangana,0,7,14144.57142857143
Ford,Figo,Sports,Sedan,0,Petrol,177475,2,Tamil Nadu,0,11,16134.09090909091
Hyundai,i10,Era,Hatchback,0,Petrol,99738,3,Madhya Pradesh,0,17,5866.941176470588
Mahindra,Thar,AX7,SUV,1,CNG,18598,1,Uttar Pradesh,0,7,2656.8571428571427
Hyundai,Grand i10,SX,Hatchback,0,Diesel,161022,2,Delhi,1,12,13418.5
Maruti Suzuki,WagonR,ZX,Hatchback,0,Diesel,60115,1,Telangana,0,26,2312.1153846153848
Toyota,Urban Cruiser,G+,SUV,0,Diesel,146615,1,Kerala,0,4,36653.75
Mahindra,Bolero,W8(O),SUV,0,CNG,108685,3,Haryana,1,19,5720.263157894737
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,167158,1,Delhi,0,10,16715.8
Tata,Tiago,XZA+,Hatchback,0,Petrol,121440,2,Gujarat,0,3,40480.0
Range Rover,Evoque,HSE,Luxury,0,Diesel,173256,3,West Bengal,0,13,13327.384615384615
Ford,Aspire,Sports,Sedan,0,Petrol,69579,1,Madhya Pradesh,0,5,13915.8
Hyundai,Grand i10,SX(O),Hatchback,0,Petrol,66003,1,Karnataka,0,8,8250.375
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,25299,1,West Bengal,0,8,3162.375
Renault,Kiger,RXL,SUV,0,Petrol,148886,1,Maharashtra,0,3,49628.666666666664
Maruti Suzuki,Ertiga,Base,MPV,0,Petrol,170679,3,Maharashtra,0,13,13129.153846153846
Maruti Suzuki,WagonR,Z,Hatchback,0,Diesel,178916,2,Gujarat,0,25,7156.64
Tata,Nexon,XT,SUV,1,Diesel,159147,2,Rajasthan,0,9,17683.0
Volkswagen,Vento,Highline+,Sedan,0,Diesel,146518,3,Karnataka,1,14,10465.57142857143
Hyundai,Creta,SX(O),SUV,0,Petrol,168848,1,Karnataka,0,8,21106.0
Tata,Harrier,XZA+,SUV,0,Petrol,70978,1,Kerala,0,5,14195.6
Maruti Suzuki,Dzire,L,Sedan,0,Petrol,78628,2,Maharashtra,0,8,9828.5
Maruti Suzuki,Alto,Base,Hatchback,1,Petrol,61685,2,Karnataka,0,14,4406.071428571428
Maruti Suzuki,Swift,ZX,Sedan,0,Diesel,123289,1,West Bengal,0,3,41096.333333333336
Maruti Suzuki,Ertiga,Z,MPV,1,Hybrid,147325,2,Delhi,0,3,49108.333333333336
Hyundai,i20,Magna,Hatchback,0,Diesel,153488,2,Tamil Nadu,0,13,11806.76923076923
Hyundai,i20,Era,Hatchback,0,Diesel,98313,3,Delhi,0,14,7022.357142857143
Toyota,Etios,E,Sedan,0,Petrol,10782,1,Uttar Pradesh,0,16,673.875
Toyota,Glanza,V,Hatchback,0,CNG,94468,1,Karnataka,0,6,15744.666666666666
Maruti Suzuki,S-Presso,Z,Hatchback,1,Petrol,78543,1,Maharashtra,0,4,19635.75
Ford,EcoSport,Trend+,SUV,0,Diesel,31879,1,Telangana,0,7,4554.142857142857
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,171460,1,Maharashtra,1,7,24494.285714285714
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,90561,2,Gujarat,0,10,9056.1
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,124631,2,Karnataka,0,11,11330.09090909091
Hyundai,Creta,Base,SUV,0,CNG,101708,1,Odisha,0,10,10170.8
Maruti Suzuki,Dzire,V,Sedan,0,Diesel,90342,2,Telangana,0,17,5314.235294117647
Maruti Suzuki,Ertiga,V,MPV,0,CNG,144778,2,Maharashtra,0,5,28955.6
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,16227,2,Karnataka,0,8,2028.375
Toyota,Fortuner,G,SUV,0,CNG,177265,1,Maharashtra,0,7,25323.571428571428
Maruti Suzuki,Celerio,ZX,Hatchback,0,CNG,47514,2,Delhi,0,9,5279.333333333333
Hyundai,Venue,Sportz,SUV,0,CNG,67589,2,Karnataka,0,3,22529.666666666668
Toyota,Glanza,E,Hatchback,1,Diesel,26309,1,Rajasthan,0,5,5261.8
Toyota,Fortuner,ZX,SUV,0,Petrol,90858,3,Karnataka,1,12,7571.5
Maruti Suzuki,Swift,Base,Sedan,0,Petrol,43904,2,Kerala,0,16,2744.0
Maruti Suzuki,Ertiga,L,MPV,0,Diesel,46289,1,Gujarat,0,6,7714.833333333333
Maruti Suzuki,Swift,L,Sedan,0,Diesel,82817,2,Delhi,0,12,6901.416666666667
Maruti Suzuki,Celerio,L,Hatchback,1,Petrol,102779,1,Maharashtra,1,4,25694.75
Honda,Jazz,E,Sedan,0,Petrol,175919,3,Karnataka,0,15,11727.933333333332
Maruti Suzuki,Ertiga,Base,MPV,0,Petrol,11438,1,Karnataka,0,6,1906.3333333333333
Maruti Suzuki,Ertiga,Base,MPV,0,Diesel,50814,2,Delhi,0,12,4234.5
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,71396,1,Delhi,0,5,14279.2
Maruti Suzuki,WagonR,L,Hatchback,1,Diesel,177628,2,Uttar Pradesh,0,4,44407.0
Maruti Suzuki,WagonR,Base,Hatchback,0,Diesel,104370,2,Madhya Pradesh,0,15,6958.0
Honda,City,E,Sedan,0,Diesel,144771,2,Uttar Pradesh,0,8,18096.375
Hyundai,i20,Asta,Hatchback,0,CNG,109362,2,Delhi,0,17,6433.058823529412
Maruti Suzuki,Alto,ZX,Hatchback,0,Diesel,155981,2,Gujarat,0,14,11141.5
Maruti Suzuki,WagonR,Z,Hatchback,0,Petrol,160459,3,Gujarat,0,20,8022.95
Hyundai,i10,Sportz,Hatchback,0,Petrol,10190,1,Maharashtra,1,17,599.4117647058823
Chevrolet,Beat,Base,Hatchback,1,Petrol,106530,2,Kerala,0,16,6658.125
Hyundai,Grand i10,SX(O),Hatchback,0,Petrol,175019,1,Karnataka,0,9,19446.555555555555
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,107543,1,Madhya Pradesh,0,10,10754.3
Hyundai,Aura,Sportz,Sedan,0,CNG,16022,1,Uttar Pradesh,0,5,3204.4
Maruti Suzuki,Alto,Z,Hatchback,1,Petrol,97779,2,Karnataka,1,3,32593.0
Volkswagen,Polo,Trendline,Hatchback,0,CNG,76678,2,Telangana,0,13,5898.307692307692
Ford,Aspire,Sports,Sedan,0,Petrol,59028,1,Tamil Nadu,0,6,9838.0
Mahindra,Thar,AX5,SUV,0,Petrol,148265,1,Delhi,0,11,13478.636363636364
Hyundai,Verna,Asta,Sedan,0,Petrol,115973,3,Telangana,0,20,5798.65
Hyundai,i10,Base,Hatchback,0,Petrol,115335,2,Andhra Pradesh,0,17,6784.411764705882
Audi,A4,Technology,Sedan,0,Hybrid,102943,1,Karnataka,0,9,11438.111111111111
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,137163,2,Gujarat,1,3,45721.0
Maruti Suzuki,Swift,ZX,Sedan,0,Petrol,70364,2,Uttar Pradesh,0,14,5026.0
Honda,WR-V,S,SUV,0,Diesel,172019,1,Rajasthan,0,7,24574.14285714286
Nissan,Micra,XL,Hatchback,0,Diesel,128087,3,Kerala,0,15,8539.133333333333
Mahindra,XUV500,W4,SUV,0,CNG,44156,2,Punjab,0,12,3679.6666666666665
Maruti Suzuki,WagonR,Z,Hatchback,1,Diesel,68608,1,Madhya Pradesh,0,5,13721.6
Honda,Brio,ZX,Hatchback,0,Diesel,175434,2,Kerala,0,11,15948.545454545454
BMW,3 Series,Sport,Luxury,0,CNG,112531,1,Delhi,0,10,11253.1
Hyundai,Aura,SX(O),Sedan,0,Hybrid,93727,1,Odisha,0,6,15621.166666666666
Hyundai,Venue,Asta,SUV,0,Petrol,12743,1,Delhi,0,6,2123.8333333333335
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,116652,2,Maharashtra,0,5,23330.4
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,85416,2,Karnataka,0,22,3882.5454545454545
Renault,Kiger,RXE,SUV,0,Petrol,56708,2,Madhya Pradesh,0,4,14177.0
Maruti Suzuki,Celerio,V,Hatchback,0,Diesel,171362,1,Uttar Pradesh,0,8,21420.25
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,19085,2,Kerala,0,14,1363.2142857142858
Maruti Suzuki,Dzire,V,Sedan,0,CNG,158687,1,Maharashtra,0,7,22669.571428571428
Hyundai,Aura,SX(O),Sedan,0,Hybrid,71146,2,Telangana,0,4,17786.5
Mahindra,XUV500,W11,SUV,0,Petrol,29349,1,Karnataka,0,15,1956.6
Maruti Suzuki,Ignis,Base,Hatchback,0,CNG,68515,2,Maharashtra,1,7,9787.857142857143
Nissan,Magnite,XV Premium (O),SUV,0,Petrol,65556,1,Delhi,0,5,13111.2
Hyundai,Grand i10,Base,Hatchback,0,Hybrid,165526,2,Gujarat,0,5,33105.2
MG,Astor,Super,SUV,0,Petrol,122030,1,Karnataka,0,5,24406.0
Maruti Suzuki,WagonR,L,Hatchback,0,Diesel,67601,2,Assam,0,22,3072.7727272727275
Mahindra,TUV300,AX7,SUV,0,Petrol,169472,2,Gujarat,1,6,28245.333333333332
Maruti Suzuki,WagonR,L,Hatchback,0,Diesel,26919,1,Kerala,0,5,5383.8
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,35666,2,Maharashtra,0,9,3962.8888888888887
Maruti Suzuki,Ertiga,Base,MPV,0,Diesel,137187,1,Maharashtra,0,10,13718.7
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,86158,2,Gujarat,0,7,12308.285714285714
Mahindra,Bolero,W11,SUV,1,Petrol,163276,3,Uttar Pradesh,0,23,7098.95652173913
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,53657,1,Uttar Pradesh,0,8,6707.125
Maruti Suzuki,WagonR,V,Hatchback,0,Diesel,105421,2,Telangana,0,3,35140.333333333336
Maruti Suzuki,S-Presso,L,Hatchback,0,Diesel,137952,1,Bihar,0,6,22992.0
Toyota,Fortuner,V,SUV,0,Diesel,22978,2,Uttar Pradesh,0,11,2088.909090909091
Skoda,Superb,Active,Sedan,0,Petrol,28974,1,Karnataka,0,5,5794.8
Toyota,Glanza,G,Hatchback,0,Petrol,147705,1,Delhi,0,5,29541.0
Tata,Tigor,XZ,Sedan,0,Petrol,142653,2,Delhi,0,4,35663.25
Toyota,Urban Cruiser,VX,SUV,0,CNG,16392,1,Gujarat,1,4,4098.0
Mahindra,Scorpio,W4,SUV,0,Petrol,95345,3,Assam,0,12,7945.416666666667
Maruti Suzuki,Celerio,ZX,Hatchback,0,CNG,22233,2,West Bengal,0,11,2021.1818181818182
Hyundai,Grand i10,SX(O),Hatchback,0,Diesel,24305,1,Maharashtra,0,12,2025.4166666666667
Toyota,Fortuner,V,SUV,0,Petrol,132731,2,Delhi,0,14,9480.785714285714
Mahindra,Bolero,W4,SUV,0,CNG,151196,2,Jammu & Kashmir,0,18,8399.777777777777
Honda,City,V,Sedan,0,Petrol,42055,2,Tamil Nadu,0,21,2002.6190476190477
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,155213,1,Maharashtra,0,3,51737.666666666664
Honda,WR-V,V,SUV,0,Diesel,41071,2,Karnataka,0,8,5133.875
Honda,Jazz,V,Sedan,0,Diesel,174912,2,Kerala,0,10,17491.2
Honda,Amaze,V,Sedan,0,CNG,32761,2,Delhi,0,11,2978.2727272727275
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,40438,1,West Bengal,0,5,8087.6
Honda,Jazz,E,Sedan,0,Petrol,25697,2,Karnataka,1,11,2336.090909090909
Maruti Suzuki,Dzire,Base,Sedan,0,Diesel,62829,1,Maharashtra,0,9,6981.0
Honda,Amaze,VX,Sedan,0,Petrol,108720,1,Telangana,0,4,27180.0
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,151005,1,Karnataka,0,7,21572.14285714286
Maruti Suzuki,Dzire,V,Sedan,0,Diesel,83464,3,Telangana,0,12,6955.333333333333
Toyota,Etios,E,Sedan,0,Petrol,69511,1,Maharashtra,0,14,4965.071428571428
Honda,Jazz,ZX,Sedan,1,Petrol,109196,2,Uttar Pradesh,0,14,7799.714285714285
Ford,EcoSport,Sports,SUV,0,Petrol,77783,1,Karnataka,0,11,7071.181818181818
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,35876,1,Telangana,0,5,7175.2
Hyundai,Venue,SX,SUV,0,Diesel,163536,1,Maharashtra,0,7,23362.285714285714
Nissan,Sunny,XV Premium,Sedan,0,Diesel,113083,2,Kerala,0,15,7538.866666666667
Mahindra,XUV500,W11,SUV,0,Petrol,113513,2,Punjab,1,12,9459.416666666666
Toyota,Fortuner,G,SUV,0,Petrol,19032,1,Delhi,0,15,1268.8
Hyundai,Verna,Base,Sedan,0,Petrol,84356,3,West Bengal,0,20,4217.8
Ford,Endeavour,Titanium,SUV,0,Petrol,161043,3,Maharashtra,0,19,8475.947368421053
Honda,Brio,VX,Hatchback,0,Petrol,39317,1,Delhi,0,14,2808.3571428571427
Toyota,Etios,V,Sedan,0,Petrol,151019,2,Delhi,0,16,9438.6875
Toyota,Glanza,VX,Hatchback,0,Diesel,160404,1,Delhi,0,6,26734.0
Toyota,Glanza,G+,Hatchback,0,Diesel,95178,1,Gujarat,0,3,31726.0
Toyota,Glanza,G,Hatchback,0,Diesel,36984,1,Rajasthan,0,7,5283.428571428572
Mahindra,Thar,AX5,SUV,0,Diesel,134364,1,Karnataka,0,11,12214.90909090909
Toyota,Etios,ZX,Sedan,0,Petrol,21113,2,Telangana,1,16,1319.5625
Hyundai,Aura,Era,Sedan,0,Petrol,106440,1,Tamil Nadu,0,4,26610.0
Hyundai,Grand i10,Magna,Hatchback,0,CNG,42693,1,Andhra Pradesh,0,11,3881.181818181818
Maruti Suzuki,Dzire,V,Sedan,0,Diesel,77226,2,Gujarat,0,12,6435.5
Toyota,Glanza,G+,Hatchback,0,Diesel,58053,1,Maharashtra,0,6,9675.5
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,139806,1,Karnataka,0,4,34951.5
Maruti Suzuki,Swift,ZX,Sedan,1,Petrol,30454,1,West Bengal,0,3,10151.333333333334
Honda,Amaze,VX,Sedan,0,Electric,77653,2,Uttar Pradesh,0,5,15530.6
Maruti Suzuki,Ignis,Z,Hatchback,1,Electric,109589,1,Gujarat,0,9,12176.555555555555
Toyota,Etios,V,Sedan,0,Petrol,150999,2,Gujarat,0,12,12583.25
Honda,City,ZX,Sedan,0,Petrol,35201,1,Karnataka,0,9,3911.222222222222
Maruti Suzuki,Ertiga,V,MPV,1,CNG,22571,2,Maharashtra,0,13,1736.2307692307693
Toyota,Innova,G,MPV,0,Petrol,139864,1,Delhi,0,5,27972.8
Hyundai,Aura,Sportz,Sedan,0,Diesel,122344,2,Tamil Nadu,1,6,20390.666666666668
Maruti Suzuki,Celerio,Z,Hatchback,1,Diesel,93053,1,Karnataka,0,7,13293.285714285714
Toyota,Glanza,VX,Hatchback,0,Petrol,137567,2,Gujarat,0,3,45855.666666666664
Toyota,Urban Cruiser,V,SUV,0,Petrol,113515,2,Tamil Nadu,1,6,18919.166666666668
Toyota,Fortuner,G+,SUV,0,Petrol,144735,2,Telangana,0,10,14473.5
Audi,A6,Premium Plus,Sedan,0,CNG,62679,1,Assam,0,4,15669.75
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,113182,2,Maharashtra,0,3,37727.333333333336
Maruti Suzuki,Ertiga,ZX,MPV,0,Diesel,37008,1,Kerala,0,4,9252.0
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,169653,2,Punjab,0,4,42413.25
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,102090,1,Maharashtra,0,5,20418.0
Maruti Suzuki,Dzire,Base,Sedan,1,Petrol,138473,2,Delhi,0,16,8654.5625
Honda,City,E,Sedan,0,Petrol,50086,2,Madhya Pradesh,0,12,4173.833333333333
Honda,WR-V,VX,SUV,0,Diesel,172518,2,Assam,0,8,21564.75
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,59592,1,Kerala,0,16,3724.5
Mahindra,XUV500,W11,SUV,0,Diesel,23506,2,West Bengal,0,13,1808.1538461538462
Honda,City,S,Sedan,0,Diesel,70300,1,West Bengal,0,12,5858.333333333333
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,160046,1,Tamil Nadu,0,6,26674.333333333332
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,159250,1,Rajasthan,0,9,17694.444444444445
Renault,Kiger,RXT,SUV,0,Petrol,68569,1,Karnataka,0,3,22856.333333333332
Renault,Kwid,RXT,Hatchback,0,Petrol,70771,2,Telangana,0,3,23590.333333333332
Toyota,Fortuner,G+,SUV,0,Diesel,136303,1,Karnataka,0,6,22717.166666666668
Tata,Nexon,XT,SUV,0,Petrol,150984,2,Gujarat,0,6,25164.0
Hyundai,Creta,Sportz,SUV,0,Petrol,57586,2,Delhi,0,4,14396.5
Maruti Suzuki,Swift,ZX,Sedan,0,Petrol,20718,1,Karnataka,0,18,1151.0
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,98032,1,Maharashtra,0,5,19606.4
Maruti Suzuki,Alto,V,Hatchback,0,Petrol,107516,2,Delhi,0,13,8270.461538461539
Hyundai,i10,Magna,Hatchback,0,Diesel,169984,2,Delhi,0,13,13075.692307692309
Maruti Suzuki,Ignis,Base,Hatchback,0,Diesel,60509,2,Telangana,0,8,7563.625
Mahindra,Scorpio,W8(O),SUV,0,Petrol,66461,1,Himachal Pradesh,0,16,4153.8125
Audi,Q5,Premium Plus,Luxury,0,Petrol,62490,2,Maharashtra,0,8,7811.25
Maruti Suzuki,WagonR,Base,Hatchback,0,Diesel,112603,2,Maharashtra,0,12,9383.583333333334
Tata,Altroz,XT,Hatchback,0,Petrol,10454,1,Maharashtra,1,5,2090.8
Hyundai,i10,Era,Hatchback,0,Diesel,178282,3,Kerala,1,16,11142.625
Maruti Suzuki,S-Presso,L,Hatchback,0,Diesel,81911,1,Punjab,0,7,11701.57142857143
Tata,Nexon,XZ,SUV,0,Petrol,62878,1,Maharashtra,0,6,10479.666666666666
Maruti Suzuki,Swift,V,Sedan,0,Petrol,56521,2,Tamil Nadu,0,10,5652.1
Hyundai,Verna,Base,Sedan,0,CNG,88644,1,Gujarat,0,11,8058.545454545455
Maruti Suzuki,Alto,V,Hatchback,0,Diesel,133967,2,Gujarat,0,20,6698.35
Toyota,Fortuner,G+,SUV,1,Petrol,135319,1,Tamil Nadu,0,3,45106.333333333336
Maruti Suzuki,Ertiga,V,MPV,0,Hybrid,149035,2,Delhi,0,5,29807.0
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,29650,1,Karnataka,0,5,5930.0
Maruti Suzuki,Baleno,Z,Hatchback,0,Diesel,126090,2,Bihar,0,5,25218.0
Maruti Suzuki,Ertiga,Base,MPV,0,Diesel,160590,1,Punjab,0,7,22941.428571428572
Mahindra,XUV500,W10,SUV,1,CNG,100623,1,Gujarat,0,5,20124.6
Mahindra,XUV500,W8(O),SUV,0,Hybrid,83436,3,Gujarat,0,15,5562.4
Maruti Suzuki,Ignis,V,Hatchback,0,Diesel,31544,1,Punjab,0,4,7886.0
Honda,City,S,Sedan,0,Diesel,103652,2,Telangana,0,16,6478.25
Nissan,Terrano,XV Premium (O),SUV,0,Petrol,155310,2,West Bengal,0,8,19413.75
Hyundai,Aura,SX,Sedan,0,Diesel,146459,2,Karnataka,0,5,29291.8
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,157235,1,Uttar Pradesh,0,9,17470.555555555555
Volkswagen,Taigun,Trendline,SUV,0,Petrol,120280,1,Karnataka,0,4,30070.0
Maruti Suzuki,Celerio,V,Hatchback,0,Diesel,67382,1,Delhi,1,10,6738.2
Maruti Suzuki,Dzire,L,Sedan,0,Petrol,66059,2,Gujarat,0,18,3669.9444444444443
Honda,City,V,Sedan,1,Diesel,111446,2,Maharashtra,0,24,4643.583333333333
Honda,WR-V,S,SUV,0,CNG,10215,1,Maharashtra,0,5,2043.0
Hyundai,Aura,Magna,Sedan,0,Electric,136862,2,Maharashtra,0,6,22810.333333333332
Honda,Brio,V,Hatchback,0,Petrol,91005,2,Uttarakhand,0,15,6067.0
Honda,Brio,S,Hatchback,0,Diesel,117970,2,Gujarat,0,7,16852.85714285714
Maruti Suzuki,Dzire,Z,Sedan,1,Petrol,40178,1,Uttar Pradesh,0,11,3652.5454545454545
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,15362,1,Uttar Pradesh,0,6,2560.3333333333335
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,52648,1,Maharashtra,0,5,10529.6
Maruti Suzuki,Baleno,L,Hatchback,1,Petrol,33048,1,Puducherry,0,4,8262.0
Honda,Jazz,V,Sedan,1,Petrol,119809,1,Maharashtra,1,7,17115.571428571428
Mahindra,TUV300,W4,SUV,0,Petrol,70836,1,Tamil Nadu,0,11,6439.636363636364
Maruti Suzuki,Alto,Base,Hatchback,0,Petrol,97344,2,Rajasthan,0,13,7488.0
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,18449,1,Delhi,0,5,3689.8
Volkswagen,Ameo,Comfortline,Sedan,0,Diesel,102082,1,Delhi,0,7,14583.142857142857
Mahindra,XUV500,W8,SUV,0,Petrol,77701,2,Maharashtra,0,7,11100.142857142857
Ford,EcoSport,Ambiente,SUV,0,Petrol,61842,1,Delhi,0,13,4757.076923076923
Honda,Amaze,ZX,Sedan,0,Diesel,26697,1,Maharashtra,1,4,6674.25
Maruti Suzuki,Alto,Z,Hatchback,0,Diesel,51152,1,Delhi,1,6,8525.333333333334
Mahindra,TUV300,AX7,SUV,0,Diesel,144824,2,Tamil Nadu,0,11,13165.818181818182
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,108513,1,Maharashtra,0,5,21702.6
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,107177,1,Maharashtra,0,8,13397.125
Tata,Altroz,XZ,Hatchback,0,CNG,165560,1,Andhra Pradesh,0,3,55186.666666666664
Maruti Suzuki,Dzire,Z,Sedan,0,Diesel,112341,2,Punjab,0,18,6241.166666666667
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,18468,2,Maharashtra,0,8,2308.5
Maruti Suzuki,Baleno,Z,Hatchback,0,Diesel,134557,2,Telangana,1,10,13455.7
Hyundai,Venue,SX(O),SUV,0,Petrol,32735,1,Maharashtra,0,3,10911.666666666666
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,122751,1,Telangana,0,7,17535.85714285714
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,67218,1,Tamil Nadu,0,15,4481.2
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,14304,1,Delhi,0,3,4768.0
Honda,City,E,Sedan,0,Petrol,95460,2,Gujarat,0,10,9546.0
Hyundai,Aura,Base,Sedan,1,Petrol,171165,2,Gujarat,0,6,28527.5
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,173860,2,Gujarat,0,4,43465.0
MG,Hector,Style,SUV,0,CNG,76967,1,Tamil Nadu,0,4,19241.75
Honda,Brio,ZX,Hatchback,0,Diesel,96086,2,Delhi,0,13,7391.2307692307695
Maruti Suzuki,Dzire,Z,Sedan,0,Diesel,31384,1,Odisha,0,16,1961.5
MG,Astor,Sharp,SUV,0,Diesel,10873,1,Tamil Nadu,0,5,2174.6
Ford,Aspire,Ambiente,Sedan,1,Petrol,28523,1,Rajasthan,0,5,5704.6
Tata,Altroz,XT,Hatchback,0,Petrol,96300,1,Gujarat,0,6,16050.0
